"Statistic Label","Year","Partner Region","Trade Flow","Type of Ownership","NACE Rev 2 Activity","UNIT","VALUE"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Computer, electronic and optical products (C26)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Electrical equipment (C27)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Machinery and equipment n.e.c. (C28)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Motor vehicles, trailers and semi-trailers (C29)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Other transport equipment (C30)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Furniture (C31)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Other manufacturing (C32)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Repair and installation of machinery and equipment (C33)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Electricity, gas, steam and air conditioning supply (D)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Water supply; sewerage, waste management and remediation activities (E)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Construction (F)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Wholesale trade, except of motor vehicles and motorcycles (G46)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Retail trade, except of motor vehicles and motorcycles (G47)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Transportation and storage (H)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Accommodation and Food and Other Services (I, OTU)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Information and communication (J)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Financial and insurance activities (K)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Real estate activities (L)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Professional, scientific and technical activities (M)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Administrative and support service activities (N)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Unknown","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Ownership unknown","Total Trade in Goods","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Agriculture, forestry and fishing (A)","Euro Thousand","100938.694"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Euro Thousand","10707040.149"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Mining and quarrying (B)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Industry (B - E)","Euro Thousand","8380906.176"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Manufacturing (C)","Euro Thousand","8275419.069"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Food products (C10)","Euro Thousand","1031724.209"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Beverages (C11)","Euro Thousand","135719.929"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Tobacco products (C12)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Textiles (C13)","Euro Thousand","23254.015"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Wearing apparel (C14)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Leather and related products (C15)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Wood and wood products, except furniture (C16)","Euro Thousand","57073.294"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Paper and paper products (C17)","Euro Thousand","82542.22"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Printing and reproduction of recorded media (C18)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Coke and refined petroleum products (C19)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Chemicals and chemical products (C20)","Euro Thousand","1284646.463"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Basic pharmaceutical products and preparations (C21)","Euro Thousand","3118059.767"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Rubber and plastic products (C22)","Euro Thousand","226894.829"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Other non-metallic mineral products (C23)","Euro Thousand","145289.239"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Basic metals (C24)","Euro Thousand","71489.464"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Fabricated metal products, except machinery and equipment (C25)","Euro Thousand","133512.252"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Computer, electronic and optical products (C26)","Euro Thousand","605270.126"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Electrical equipment (C27)","Euro Thousand","107820.16"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Machinery and equipment n.e.c. (C28)","Euro Thousand","486495.104"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Motor vehicles, trailers and semi-trailers (C29)","Euro Thousand","188547.281"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Other transport equipment (C30)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Furniture (C31)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Other manufacturing (C32)","Euro Thousand","362611.013"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Repair and installation of machinery and equipment (C33)","Euro Thousand","69556.04"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Electricity, gas, steam and air conditioning supply (D)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Water supply; sewerage, waste management and remediation activities (E)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Construction (F)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro Thousand","11928755.495"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Euro Thousand","2029904.417"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Wholesale trade, except of motor vehicles and motorcycles (G46)","Euro Thousand","7521366.13"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Retail trade, except of motor vehicles and motorcycles (G47)","Euro Thousand","2377484.948"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Transportation and storage (H)","Euro Thousand","186159.676"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Accommodation and Food and Other Services (I, OTU)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Information and communication (J)","Euro Thousand","663900.269"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Financial and insurance activities (K)","Euro Thousand","499342.853"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Real estate activities (L)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Professional, scientific and technical activities (M)","Euro Thousand","501297.802"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Administrative and support service activities (N)","Euro Thousand","8244015.745"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Unknown","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Total - All Ownership Types","Total Trade in Goods","Euro Thousand","31016701.82"
"Value","2020","EU27 countries (from 2020)","Exports","Domestically controlled","Agriculture, forestry and fishing (A)","Euro Thousand","50806.066"
"Value","2020","EU27 countries (from 2020)","Exports","Domestically controlled","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Euro Thousand","1377035.421"
"Value","2020","EU27 countries (from 2020)","Exports","Domestically controlled","Mining and quarrying (B)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Exports","Domestically controlled","Industry (B - E)","Euro Thousand","11251573.786"
"Value","2020","EU27 countries (from 2020)","Exports","Domestically controlled","Manufacturing (C)","Euro Thousand","11198739.944"
"Value","2020","EU27 countries (from 2020)","Exports","Domestically controlled","Food products (C10)","Euro Thousand","4296426.878"
"Value","2020","EU27 countries (from 2020)","Exports","Domestically controlled","Beverages (C11)","Euro Thousand","35344.797"
"Value","2020","EU27 countries (from 2020)","Exports","Domestically controlled","Tobacco products (C12)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Exports","Domestically controlled","Textiles (C13)","Euro Thousand","10771.918"
"Value","2020","EU27 countries (from 2020)","Exports","Domestically controlled","Wearing apparel (C14)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Exports","Domestically controlled","Leather and related products (C15)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Exports","Domestically controlled","Wood and wood products, except furniture (C16)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Exports","Domestically controlled","Paper and paper products (C17)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Exports","Domestically controlled","Printing and reproduction of recorded media (C18)","Euro Thousand","2952.485"
"Value","2020","EU27 countries (from 2020)","Exports","Domestically controlled","Coke and refined petroleum products (C19)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Exports","Domestically controlled","Chemicals and chemical products (C20)","Euro Thousand",""
