"Statistic Label","Year","Partner Region","Trade Flow","Type of Ownership","NACE Rev 2 Activity","UNIT","VALUE"
"Number of Enterprises","2021","All countries excluding EU272020","Exports","Total - All Ownership Types","Total Trade in Goods","Number","9603"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Agriculture, forestry and fishing (A)","Number","1894"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Number","20418"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Mining and quarrying (B)","Number",""
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Industry (B - E)","Number","6333"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Manufacturing (C)","Number","5825"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Food products (C10)","Number","708"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Beverages (C11)","Number","136"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Tobacco products (C12)","Number",""
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Textiles (C13)","Number","190"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Wearing apparel (C14)","Number","92"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Leather and related products (C15)","Number","32"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Wood and wood products, except furniture (C16)","Number","280"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Paper and paper products (C17)","Number","115"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Printing and reproduction of recorded media (C18)","Number","292"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Coke and refined petroleum products (C19)","Number",""
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Chemicals and chemical products (C20)","Number","190"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Basic pharmaceutical products and preparations (C21)","Number","56"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Rubber and plastic products (C22)","Number","253"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Other non-metallic mineral products (C23)","Number","384"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Basic metals (C24)","Number","126"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Fabricated metal products, except machinery and equipment (C25)","Number","826"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Computer, electronic and optical products (C26)","Number","151"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Electrical equipment (C27)","Number","131"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Machinery and equipment n.e.c. (C28)","Number","359"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Motor vehicles, trailers and semi-trailers (C29)","Number","71"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Other transport equipment (C30)","Number","39"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Furniture (C31)","Number","477"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Other manufacturing (C32)","Number","371"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Repair and installation of machinery and equipment (C33)","Number","534"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Electricity, gas, steam and air conditioning supply (D)","Number",""
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Water supply; sewerage, waste management and remediation activities (E)","Number","294"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Construction (F)","Number","5716"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Number","18684"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Number","2628"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Wholesale trade, except of motor vehicles and motorcycles (G46)","Number","6852"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Retail trade, except of motor vehicles and motorcycles (G47)","Number","9204"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Transportation and storage (H)","Number","1325"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Accommodation and Food and Other Services (I, OTU)","Number","4720"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Information and communication (J)","Number","1502"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Financial and insurance activities (K)","Number","262"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Real estate activities (L)","Number","357"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Professional, scientific and technical activities (M)","Number","2675"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Administrative and support service activities (N)","Number","1967"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Unknown","Number","0"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Domestically controlled","Total Trade in Goods","Number","45435"
"Number of Enterprises","2021","Total Trade in Goods","Imports","Of which - Domestically controlled with own affiliates abroad","Agriculture, forestry and fishing (A)","Number",""
"Number of Enterprises","2021","Total Trade in Goods","Imports","Of which - Domestically controlled with own affiliates abroad","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Number","92"
